Transcript	Gene	log2fc	pvalue	FDR
XM_013357197.4;XM_013357196.4	Znf638	-1.2683710495437432	1.3787133542853642e-82	9.037703746539577e-81
XM_078022486.1	Prg4	-1.643451071334703	1.501993126421877e-82	9.770950722415167e-81
XM_078022484.1	Prg4	-1.643451071334703	1.501993126421877e-82	9.770950722415167e-81
XM_005331577.5	Ctnnd1	-1.9152719351085483	1.8593472830923683e-82	1.2049838131222473e-80
XM_040273833.2	Lhpp	-1.5584919185667396	2.263474864929316e-82	1.4613506212858742e-80
XM_040270149.2	Il1rap	-2.6057620939366943	5.685331362342326e-82	3.6567794841471755e-80
XM_005339856.5	Rnf185	-1.3110870489714432	1.7046196286120724e-81	1.092297274379174e-79
XM_078046961.1	Zc3h12c	-1.7761796631042235	2.6355905596841224e-81	1.6825492121505842e-79
XM_078026900.1	Notch2	-1.561186100678006	2.6932500971406546e-81	1.7129671342743295e-79
XM_005326147.4	Ell2	-1.1544227910744327	2.734399666667793e-81	1.732697922111825e-79
XM_005325760.5	LOC101977100	-1.3520610780027156	3.431443280992608e-81	2.166367641863562e-79
XM_021730627.3;XM_040284310.2;XM_078045993.1	Ctnnd1	-1.8990488861861015	7.760714088851475e-81	4.8815462259617604e-79
XM_005320754.5	Lhpp	-1.5377286672427843	8.173338072966193e-81	5.122257915398483e-79
